Introduction,Quarters,HouseType,Area,PeopleNumber,WatchNumber,ReleaseTime,TotalPrice,Price,Dist,Lotitude
广安苑二期 3室1厅 1360万,广安苑二期 , 3室1厅 ,122.14,47.0,18.0, 1个月以前发布,1360.0,111348.0,西城,"116.351624,39.889592"
长椿街★满五年★距离地铁259米,广信嘉园 , 3室1厅 ,130.0,277.0,69.0, 一年前发布,960.0,73847.0,西城,"116.359909,39.896558"
马连道中里 2室1厅 665万,马连道中里 , 2室1厅 ,63.39,131.0,54.0, 5个月以前发布,665.0,104907.0,西城,"116.336918,39.893507"
平原里 南北通透 前后无遮挡 距离地铁420米 两居室,平原里小区 , 2室1厅 ,65.46,276.0,66.0, 5个月以前发布,600.0,91660.0,西城,"116.37913,39.887761"
7号线地铁湾子站依莲轩小区环境优美2改3居,依莲轩 , 3室2厅 ,138.42,179.0,54.0, 4个月以前发布,980.0,70800.0,西城,"116.334485,39.890374"
西豪逸景 2室1厅 820万,西豪逸景 , 2室1厅 ,92.08,54.0,20.0, 1个月以前发布,820.0,89053.0,西城,"116.348379,39.898284"
裕中东里 3室1厅 1300万,裕中东里 , 3室1厅 ,88.3,88.0,18.0, 1个月以前发布,1300.0,147226.0,西城,"116.399018,39.978141"
科技馆宿舍 南北两居室 大客厅 业主诚售,裕中东里 , 2室1厅 ,55.4,73.0,3.0, 26天以前发布,780.0,140795.0,西城,"116.399018,39.978141"
裕中西里全明三居室，中间层，满五公房，,裕中西里 , 3室1厅 ,72.5,46.0,1.0, 30天以前发布,980.0,135173.0,西城,"116.391726,39.978788"
南北通透精装两居室，有自建阳台，业主诚意出售,黑窑厂西里 , 2室1厅 ,54.7,23.0,1.0, 30天以前发布,720.0,131628.0,西城,"116.387228,39.886024"
西华经典西南朝向三居室，业主诚心出售,西华经典 , 3室2厅 ,96.18,31.0,2.0, 24天以前发布,850.0,88376.0,西城,"116.367726,39.894516"
陶然北岸东向两居，格局方正，视野开阔,陶然北岸 , 2室1厅 ,93.62,33.0,2.0, 28天以前发布,1217.0,129994.0,西城,"116.389739,39.890281"
立恒名苑 二环边 电梯房  交通方便,立恒名苑 , 7室3厅 ,408.0,71.0,37.0, 7个月以前发布,2050.0,50246.0,西城,"116.354608,39.889087"
丽水莲花，户型方正，挑高3.15米，两梯五户,丽水莲花 , 2室1厅 ,97.0,224.0,25.0, 9个月以前发布,780.0,80413.0,西城,"116.3367,39.897727"
六铺炕二区 满五年家庭无其他住房 电梯房,六铺炕二区 , 3室1厅 ,74.6,16.0,24.0, 2个月以前发布,1100.0,147454.0,西城,"116.395202,39.961718"
西城教委社区，南北通透户型，低楼层，精装修，楼龄新,教场口街2号院 , 2室1厅 ,69.9,170.0,27.0, 3个月以前发布,900.0,128756.0,西城,"116.389863,39.959641"
小红庙低楼层两居室   总价低  诚心出售,小红庙 , 2室1厅 ,46.77,162.0,31.0, 8个月以前发布,450.0,96216.0,西城,"116.344635,39.887735"
平原里小区 西北朝向两居室 低楼层 四号线陶然亭,平原里小区 , 2室1厅 ,70.06,153.0,19.0, 7个月以前发布,650.0,92778.0,西城,"116.37913,39.887761"
新纪元公寓 2室1厅 995万,新纪元公寓 , 2室1厅 ,112.79,37.0,24.0, 2个月以前发布,995.0,88218.0,西城,"116.344774,39.894118"
二环边 05年花园洋房 人车分流 交通便利,源屋曲 , 2室2厅 ,106.46,108.0,18.0, 3个月以前发布,1098.0,103138.0,西城,"116.354329,39.886078"
考拉社区 高楼层东向无遮挡 精装小户型,考拉社区 , 2室1厅 ,58.27,86.0,7.0, 29天以前发布,480.0,82376.0,西城,"116.353071,39.880569"
德胜门 双旗杆东里1居 满五 96年电梯房 地铁,双旗杆东里 , 1室1厅 ,50.0,53.0,9.0, 26天以前发布,660.0,132000.0,西城,"116.394288,39.972468"
远见名苑 1室0厅 535万,远见名苑 , 1室0厅 ,60.29,53.0,15.0, 29天以前发布,535.0,88738.0,西城,"116.344985,39.891739"
东南园小区 南北两居室 满五年二层  业主诚售,东南园 , 2室1厅 ,50.33,29.0,9.0, 25天以前发布,550.0,109279.0,西城,"116.394156,39.900254"
法源寺西里 南北通透 两居室 满五年,法源寺西里小区 , 2室1厅 ,56.32,20.0,7.0, 28天以前发布,600.0,106535.0,西城,"116.375232,39.890415"
广安门外大街 1室1厅 560万,广安门外大街 , 1室1厅 ,50.54,20.0,6.0, 24天以前发布,560.0,110804.0,西城,"116.344041,39.896394"
荣丰2008 1室1厅 400万,荣丰2008 , 1室1厅 ,39.65,79.0,11.0, 24天以前发布,400.0,100883.0,西城,"116.343245,39.900529"
2层 南北向 西城区 距离宣师一附小900米,右安胡同乙7号院 , 2室1厅 ,57.74,30.0,10.0, 19天以前发布,620.0,107378.0,西城,"116.371862,39.878183"
牛街西里 2室1厅 677万,牛街西里 , 2室1厅 ,79.7,16.0,3.0, 12天以前发布,677.0,84944.0,西城,"116.368316,39.892214"
丽水莲花 2室1厅 810万,丽水莲花 , 2室1厅 ,90.0,41.0,2.0, 13天以前发布,810.0,90000.0,西城,"116.3367,39.897727"
德胜门西大街74号 3室1厅 950万,德胜门西大街74号 , 3室1厅 ,79.1,17.0,5.0, 15天以前发布,950.0,120102.0,西城,"116.366797,39.950382"
03年新房南北向无遮挡，可自建卧室改两居，采光视野好,教场口6号院 , 1室1厅 ,52.61,29.0,4.0, 13天以前发布,735.0,139708.0,西城,"116.387037,39.95917"
安德路 2室1厅 788万,安德路 , 2室1厅 ,62.2,24.0,2.0, 13天以前发布,788.0,126689.0,西城,"116.395668,39.957522"
天桥北里 2室1厅 638万,天桥北里 , 2室1厅 ,73.4,30.0,3.0, 15天以前发布,638.0,86921.0,西城,"116.403304,39.891691"
罗贤胡同 3室1厅 1650万,罗贤胡同 , 3室1厅 ,135.3,98.0,51.0, 4个月以前发布,1650.0,121952.0,西城,"116.387083,39.918701"
西直门北大街43号院 2室1厅 510万,西直门北大街43号院 , 2室1厅 ,59.6,151.0,25.0, 1个月以前发布,510.0,85571.0,西城,"116.361627,39.953111"
源屋曲 1室1厅 580万,源屋曲 , 1室1厅 ,55.52,24.0,9.0, 23天以前发布,580.0,104467.0,西城,"116.354329,39.886078"
牛街东里诚意出售朝南两居室复式  送露台 ,牛街东里 , 2室1厅 ,64.28,213.0,95.0, 4个月以前发布,558.0,86808.0,西城,"116.373903,39.89381"
西环景苑 3室1厅 1120万,西环景苑 , 3室1厅 ,138.66,59.0,17.0, 4个月以前发布,1120.0,80774.0,西城,"116.337032,39.88979"
满五年公房，南北通透，中间楼层，三室两厅。,老墙根38号院 , 3室1厅 ,123.75,74.0,19.0, 1个月以前发布,1388.0,112162.0,西城,"116.373574,39.899427"
满五年复式商品房 赠送十二米露台 采光充足,广益大厦 , 2室1厅 ,88.13,76.0,15.0, 2个月以前发布,850.0,96449.0,西城,"116.362606,39.896474"
时尚经典复式格局 南北户型 满五年住房 采光充足 ,广益大厦 , 2室2厅 ,128.12,36.0,14.0, 1个月以前发布,950.0,74150.0,西城,"116.362606,39.896474"
东西通透四居室  明厨明卫  业主诚心出售,富成大厦 , 4室1厅 ,121.51,70.0,23.0, 2个月以前发布,1250.0,102873.0,西城,"116.344245,39.929447"
光泽胡同 2室1厅 648万,光泽胡同 , 2室1厅 ,58.1,211.0,59.0, 4个月以前发布,648.0,111532.0,西城,"116.380764,39.949009"
牛街 西南角户型 高楼层 南面无遮挡 ,牛街西里 , 2室1厅 ,75.16,103.0,28.0, 1个月以前发布,680.0,90474.0,西城,"116.368316,39.892214"
裕中东里 3室1厅 1300万,裕中东里 , 3室1厅 ,88.3,89.0,18.0, 1个月以前发布,1300.0,147226.0,西城,"116.399018,39.978141"
宣武门西大街 3室1厅 1200万,宣武门西大街 , 3室1厅 ,84.5,42.0,20.0, 1个月以前发布,1200.0,142012.0,西城,"116.371787,39.905909"
畅柳园 1室1厅 550万,畅柳园 , 1室1厅 ,55.48,102.0,37.0, 3个月以前发布,550.0,99135.0,西城,"116.38999,39.88826"
南北通透两居 只有契税 高楼层 采光好 小区安静,中胜巷 , 2室1厅 ,68.97,212.0,13.0, 2个月以前发布,580.0,84095.0,西城,"116.365035,39.885109"
东北向三居室 带电梯 满五唯一,凌云居 , 3室1厅 ,129.64,2.0,2.0, 1个月以前发布,980.0,75594.0,西城,"116.374284,39.89445"
东南大三居，带电梯，楼层好，视眼棒,椿树园 , 3室2厅 ,127.29,37.0,15.0, 2个月以前发布,1450.0,113914.0,西城,"116.385168,39.900454"
远见名苑 2室1厅 890万,远见名苑 , 2室1厅 ,87.6,40.0,12.0, 1个月以前发布,890.0,101599.0,西城,"116.344985,39.891739"
官园公寓 诚意出售 南北大复式,官园公寓 , 5室2厅 ,237.64,23.0,6.0, 22天以前发布,3500.0,147282.0,西城,"116.369548,39.937371"
平原里小区 1室1厅 506万,平原里小区 , 1室1厅 ,50.49,23.0,0.0, 13天以前发布,506.0,100218.0,西城,"116.37913,39.887761"
枫桦豪景二期 1室1厅 670万,枫桦豪景二期 , 1室1厅 ,65.41,12.0,0.0, 14天以前发布,670.0,102431.0,西城,"116.379101,39.895125"
白广路7号院 2室1厅 540万,白广路7号院 , 2室1厅 ,57.83,23.0,0.0, 8天以前发布,540.0,93378.0,西城,"116.365284,39.890766"
右安门内大街 小区环境好 配套齐全,右安门内大街 , 3室2厅 ,146.4,14.0,2.0, 1个月以前发布,1366.0,93307.0,西城,"116.370738,39.883692"
丽水莲花三期  精装东北两居  层高3.15米,丽水莲花 , 2室1厅 ,89.53,42.0,10.0, 2个月以前发布,750.0,83771.0,西城,"116.3367,39.897727"
裕中西里 2室1厅 738万,裕中西里 , 2室1厅 ,63.8,124.0,49.0, 一年前发布,738.0,115674.0,西城,"116.391726,39.978788"
"小红庙南北通透两居室,中间楼层",小红庙 , 2室1厅 ,54.0,141.0,39.0, 3个月以前发布,520.0,96297.0,西城,"116.344635,39.887735"
电信局家属院、正规二居、户型方正、诚心出售、满五年,莲花池东路24号院 , 2室2厅 ,79.24,44.0,10.0, 1个月以前发布,700.0,88340.0,西城,"116.344931,39.902611"
二环内两居 南北通透 冬暖夏凉 适合刚需客户,建功北里 , 2室1厅 ,60.0,242.0,1.0, 4个月以前发布,340.0,56667.0,西城,"116.359171,39.886349"
东南向三居，近公园，满五年，业主名下就这一套住房。,畅柳园 , 3室1厅 ,90.1,168.0,44.0, 5个月以前发布,985.0,109323.0,西城,"116.38999,39.88826"
北三环中路12号院 3室1厅 880万,北三环中路12号院 , 3室1厅 ,70.6,55.0,18.0, 3个月以前发布,880.0,124646.0,西城,"116.392381,39.974142"
东南向三居，近公园，满五年，业主名下就这一套住房。,畅柳园 , 3室1厅 ,90.1,168.0,44.0, 5个月以前发布,985.0,109323.0,西城,"116.38999,39.88826"
三里河二区正规东南二居室，采光好.业主诚心出售,三里河二区A区 , 2室1厅 ,87.9,67.0,10.0, 1个月以前发布,1280.0,145621.0,西城,"116.3498,39.918468"
前门西大街南向两居，无遮挡看房方便,前门西大街 , 2室1厅 ,52.73,22.0,12.0, 30天以前发布,728.0,138062.0,西城,"116.396395,39.906701"
西城区裕中东里 南北通透 格局方正 装修保持良好,裕中东里 , 2室1厅 ,56.87,56.0,12.0, 1个月以前发布,780.0,137155.0,西城,"116.399018,39.978141"
广安门外南街 2室1厅 650万,广安门外南街 , 2室1厅 ,76.92,67.0,19.0, 1个月以前发布,650.0,84504.0,西城,"116.352899,39.889225"
感化胡同3号院 2室1厅 730万,感化胡同3号院 , 2室1厅 ,66.73,170.0,90.0, 9个月以前发布,730.0,109397.0,西城,"116.371533,39.901713"
木樨地 2室1厅 690万,木樨地 , 2室1厅 ,61.9,28.0,18.0, 1个月以前发布,690.0,111471.0,西城,"116.345639,39.909672"
乐城 3室1厅 840万,乐城 , 3室1厅 ,105.49,56.0,18.0, 1个月以前发布,840.0,79629.0,西城,"116.346469,39.882483"
阜成门南大街 2室1厅 620万 户型规整 采光充足,阜成门南大街 , 2室1厅 ,56.2,60.0,10.0, 1个月以前发布,620.0,110321.0,西城,"116.362351,39.925"
新外大街6号院 3室1厅 1090万,新外大街6号院 , 3室1厅 ,83.5,36.0,45.0, 1个月以前发布,1090.0,130539.0,西城,"116.377302,39.970136"
太平里 2室1厅 700万,太平里 , 2室1厅 ,84.72,37.0,10.0, 1个月以前发布,700.0,82626.0,西城,"116.329679,39.887968"
西城陶然亭地铁口  平原里小区  正规一居室 东西通透,平原里小区 , 1室1厅 ,50.49,30.0,3.0, 21天以前发布,499.0,98832.0,西城,"116.37913,39.887761"
如意里 1室1厅 550万,如意里 , 1室1厅 ,42.3,29.0,2.0, 18天以前发布,550.0,130024.0,西城,"116.370813,39.949254"
南线阁35号院 2室1厅 720万,南线阁35号院 , 2室1厅 ,80.49,36.0,5.0, 18天以前发布,720.0,89453.0,西城,"116.35992,39.893471"
乐城 1室1厅 410万,乐城 , 1室1厅 ,45.47,33.0,3.0, 22天以前发布,410.0,90170.0,西城,"116.346469,39.882483"
西城区，满五年税费少，明厨明卫户型好,白纸坊西街 , 2室1厅 ,89.68,16.0,4.0, 27天以前发布,780.0,86976.0,西城,"116.361983,39.883404"
六铺炕一区 2室1厅 869万,六铺炕一区 , 2室1厅 ,58.0,29.0,4.0, 16天以前发布,869.0,149828.0,西城,"116.399275,39.958385"
西豪逸景二期商品房，中间楼层，正规一居室,西豪逸景 , 1室1厅 ,60.93,65.0,3.0, 17天以前发布,570.0,93550.0,西城,"116.348379,39.898284"
三里河东路7号院南北一居 92年房可贷款,三里河东路7号院 , 1室1厅 ,51.3,39.0,2.0, 17天以前发布,630.0,122808.0,西城,"116.349792,39.925284"
德胜门西大街74号 3室1厅 950万,德胜门西大街74号 , 3室1厅 ,79.1,17.0,5.0, 15天以前发布,950.0,120102.0,西城,"116.366797,39.950382"
天桥北里 2室1厅 638万,天桥北里 , 2室1厅 ,73.4,30.0,3.0, 15天以前发布,638.0,86921.0,西城,"116.403304,39.891691"
房龄新 新风南里南北通透4居 诚意出售,新风南里 , 4室1厅 ,127.9,123.0,140.0, 4个月以前发布,1666.0,130259.0,西城,"116.38343,39.967454"
 中高楼层带电梯  采光充足视野好 单价合适 看房有钥匙,马甸南村 , 5室1厅 ,180.6,79.0,72.0, 31天以前发布,1420.0,78627.0,西城,"116.384103,39.972885"
南北通透三居室 中间楼层 看房方便,阳光丽景 , 3室2厅 ,141.48,150.0,157.0, 2个月以前发布,1950.0,137829.0,西城,"116.392695,39.969608"
凌云居 西南向 三居室 商品房　,凌云居 , 3室1厅 ,119.9,174.0,184.0, 一年前发布,885.0,73812.0,西城,"116.374284,39.89445"
裕中东里 2室1厅 780万,裕中东里 , 2室1厅 ,72.2,165.0,151.0, 1个月以前发布,780.0,108034.0,西城,"116.399018,39.978141"
官园公寓 3室2厅 2322万,官园公寓 , 3室2厅 ,165.88,88.0,90.0, 2个月以前发布,2322.0,139981.0,西城,"116.369548,39.937371"
裕中西里 1室1厅 710万,裕中西里 , 1室1厅 ,52.8,68.0,26.0, 22天以前发布,710.0,134470.0,西城,"116.391726,39.978788"
新风北街   满五商品房  精装修,新风北街 , 2室1厅 ,58.5,33.0,25.0, 3个月以前发布,850.0,145300.0,西城,"116.383579,39.968995"
电梯房 楼龄新 南向两居 采光充足,源屋曲 , 2室2厅 ,117.47,30.0,15.0, 3个月以前发布,1200.0,102154.0,西城,"116.354329,39.886078"
板楼东西通透两居室 满五年 仅契税 户型方正,丽水莲花 , 2室1厅 ,96.96,29.0,15.0, 2个月以前发布,980.0,101073.0,西城,"116.3367,39.897727"
盛景嘉园 2室2厅 1200万,盛景嘉园 , 2室2厅 ,119.6,36.0,12.0, 1个月以前发布,1200.0,100335.0,西城,"116.403465,39.887523"
西二环带电梯三居室 南北通透 明厨明卫 精装修保持好,广外南街50号院 , 3室1厅 ,95.7,279.0,15.0, 3个月以前发布,770.0,80460.0,西城,"116.354137,39.88835"
青春无限    两室一厅    585万,青春无限 , 2室1厅 ,67.49,43.0,24.0, 1个月以前发布,585.0,86680.0,西城,"116.369702,39.890309"
电梯房 楼龄新 南向两居 采光充足,源屋曲 , 2室2厅 ,117.47,30.0,15.0, 3个月以前发布,1200.0,102154.0,西城,"116.354329,39.886078"
西城教委宿舍楼  南北通透两居室  小区安静整洁  ,大乘巷 , 2室1厅 ,59.6,225.0,35.0, 31天以前发布,660.0,110739.0,西城,"116.374813,39.941462"
南横西街南北通透三居室 采光充足 ,南横西街 , 3室1厅 ,68.78,113.0,18.0, 4个月以前发布,610.0,88689.0,西城,"116.375072,39.889066"
西内环保精装三居 电梯 采光足,西直门内大街 , 3室1厅 ,69.1,72.0,15.0, 3个月以前发布,830.0,120116.0,西城,"116.376687,39.946628"
满五年，家庭名下只有一套住房，商品房，方正户型,塔院胡同12号院 , 2室1厅 ,58.1,28.0,38.0, 17天以前发布,760.0,130809.0,西城,"116.387942,39.962414"
铁路巷 南北通透两居室 前后采光无遮挡,铁路巷 , 2室1厅 ,57.9,120.0,26.0, 3个月以前发布,638.0,110190.0,西城,"116.355169,39.942687"
六铺炕一区 独立院落 南北朝向  带车位,六铺炕一区6号院 , 3室1厅 ,150.6,79.0,16.0, 6个月以前发布,1350.0,89642.0,西城,"116.398939,39.962416"
立恒名苑 4室2厅 1450万,立恒名苑 , 4室2厅 ,263.04,49.0,49.0, 2个月以前发布,1450.0,55125.0,西城,"116.354608,39.889087"
百万庄大街21号院 2012年建成的小区 西南向明厅两居,百万庄大街21号院 , 2室1厅 ,78.03,116.0,21.0, 1个月以前发布,910.0,116622.0,西城,"116.352702,39.934285"
西城区 南北通透两居室，90年代的板楼 满五年,南菜园街1号院 , 2室1厅 ,57.14,293.0,24.0, 1个月以前发布,495.0,86630.0,西城,"116.359013,39.881633"
荣丰2008 1室0厅 282万,荣丰2008 , 1室0厅 ,19.16,70.0,6.0, 19天以前发布,282.0,147182.0,西城,"116.343245,39.900529"
丽水莲花 南北通透毛坯三居  高楼层视野采光好,丽水莲花 , 3室1厅 ,129.0,63.0,35.0, 3个月以前发布,1400.0,108528.0,西城,"116.3367,39.897727"
南滨河路 3室1厅 500万,南滨河路 , 3室1厅 ,76.0,281.0,74.0, 2个月以前发布,500.0,65790.0,西城,"116.35401,39.886621"
西城边，三居室，装修好，看房方便,西豪逸景 , 3室1厅 ,136.72,40.0,63.0, 2个月以前发布,1200.0,87771.0,西城,"116.348379,39.898284"
不限购不限贷  精装修  拎包入住两居 ,金贸中心 , 2室1厅 ,138.0,60.0,50.0, 2个月以前发布,710.0,51450.0,西城,"116.355197,39.944937"
远见国际公寓 1室0厅 428万,远见国际公寓 , 1室0厅 ,44.76,38.0,4.0, 13天以前发布,428.0,95622.0,西城,"116.343502,39.894784"
西豪逸景 3室1厅 1098万,西豪逸景 , 3室1厅 ,137.87,100.0,10.0, 5个月以前发布,1098.0,79641.0,西城,"116.348379,39.898284"
西城区 广安门 地铁7号线 明厨明卫两居  ,远见名苑 , 2室2厅 ,101.41,31.0,8.0, 1个月以前发布,980.0,96638.0,西城,"116.344985,39.891739"
德外大街一号院 2居室 业主诚心 出售,德胜门外大街1号院 , 2室1厅 ,70.04,26.0,8.0, 2个月以前发布,898.0,128213.0,西城,"116.385252,39.971813"
中信锦园朝东大两居室诚意出售看房子方便。,中信锦园 , 2室1厅 ,88.91,115.0,14.0, 2个月以前发布,1250.0,140592.0,西城,"116.383392,39.890378"
紧靠地铁口 平层大两居 税费少 客厅大,信恒大厦 , 2室1厅 ,98.91,30.0,7.0, 3个月以前发布,960.0,97058.0,西城,"116.368256,39.894737"
西环景苑 3室2厅 1080万,西环景苑 , 3室2厅 ,127.49,52.0,8.0, 4个月以前发布,1080.0,84713.0,西城,"116.337032,39.88979"
精装修 满五年 带自建15平米阳光房,西华经典 , 3室1厅 ,136.37,58.0,9.0, 4个月以前发布,1365.0,100096.0,西城,"116.367726,39.894516"
依莲轩        西南两居          880万,依莲轩 , 2室2厅 ,108.9,58.0,14.0, 2个月以前发布,880.0,80809.0,西城,"116.334485,39.890374"
西便门外大街 4室1厅 1300万,西便门外大街 , 4室1厅 ,115.4,37.0,8.0, 3个月以前发布,1300.0,112652.0,西城,"116.357739,39.908038"
